ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,distance_meters,order_Drinks,order_Meal,order_Snack,vehicle_electric_scooter,vehicle_motorcycle,vehicle_scooter,Time_taken_min
28BF,BANGRES14DEL03,35,4.6,13972.751063504089,0,0,0,0,1,0,18
41BB,PUNERES03DEL03,23,4.7,13788.169484006965,0,0,1,0,1,0,20
418E,HYDRES19DEL02,28,4.6,19974.20040269076,0,0,1,0,0,1,19
25D4,CHENRES04DEL02,25,5.0,12418.394742110715,0,0,1,0,0,1,22
96D9,SURRES18DEL01,37,4.7,6081.591883832577,0,1,0,0,0,1,24
6A53,RANCHIRES14DEL01,28,4.9,17297.86575291325,0,0,0,0,0,1,38
4AEB,CHENRES07DEL01,26,4.7,10865.084189986479,0,1,0,0,0,1,11
1E9A,SURRES13DEL02,22,4.8,12161.642370388376,0,1,0,0,1,0,38
7BE4,MYSRES05DEL02,36,4.6,3108.9837875131366,0,1,0,0,1,0,17
4809,VADRES14DEL01,34,4.0,16659.903789496602,0,1,0,0,1,0,40
2B94,INDORES18DEL01,24,4.9,10586.817607222669,0,0,0,0,1,0,23
E2D,INDORES18DEL03,38,4.8,4537.513326842027,1,0,0,0,0,1,29
21FB,BANGRES19DEL02,21,4.9,7763.4857912003645,1,0,0,1,0,0,22
7AF1,PUNERES17DEL01,23,4.3,16852.834881459734,0,0,1,0,0,1,35
8CF3,INDORES03DEL03,36,5.0,13611.254468564426,0,0,1,0,1,0,51
96B8,MYSRES12DEL01,36,4.6,1554.6198107730695,0,0,0,0,1,0,30
6B97,HYDRES08DEL03,20,4.5,13829.770499572875,0,1,0,0,0,1,25
8DDF,INDORES04DEL01,25,4.8,1512.5562753620366,0,1,0,0,0,1,10
A54F,SURRES03DEL01,33,4.7,10641.042055468635,0,0,0,0,1,0,52
1592,RANCHIRES010DEL01,28,5.0,1509.4642591454117,1,0,0,0,1,0,13
45A5,BANGRES13DEL03,27,4.8,13973.142050149472,0,0,0,0,0,1,31
8961,MYSRES12DEL01,20,4.6,6218.3058556138885,0,0,1,0,1,0,14
B128,CHENRES01DEL03,36,4.7,9314.419797614722,1,0,0,0,1,0,36
7489,PUNERES18DEL01,35,5.0,10723.26417216742,0,1,0,0,1,0,44
A1B8,BANGRES11DEL03,32,4.8,13973.17756157621,1,0,0,0,1,0,20
2D07,CHENRES16DEL02,23,4.7,12417.90772974657,0,0,0,1,0,0,22
B71F,COIMBRES19DEL03,33,4.7,9348.112475389005,0,0,0,0,1,0,21
DD7,SURRES13DEL02,29,4.6,19761.110067713507,0,0,1,0,1,0,27
55F7,JAPRES03DEL03,25,2.5,20851.598740135534,0,1,0,0,0,1,35
2CCB,CHENRES010DEL01,32,4.1,6208.98945020974,0,1,0,0,1,0,32
AE21,RANCHIRES04DEL02,35,4.9,19618.656013660115,1,0,0,0,1,0,20
658C,JAPRES010DEL02,33,4.1,2979.410112023466,0,1,0,0,0,1,31
B8A9,RANCHIRES11DEL03,28,4.7,4528.162065607325,0,0,1,0,1,0,19
4504,SURRES06DEL01,34,4.5,10641.103649666475,0,0,0,0,0,1,31
B3EC,MUMRES17DEL01,30,4.4,10707.286388619468,0,1,0,0,0,1,36
422E,HYDRES20DEL02,32,4.7,3073.2024062609007,0,0,1,0,1,0,20
87CE,COIMBRES03DEL01,36,4.4,10905.989056268561,1,0,0,0,0,1,38
4A8E,VADRES03DEL02,33,4.9,7573.225613488835,1,0,0,1,0,0,22
8F2A,PUNERES16DEL03,37,4.6,4596.74562664972,1,0,0,0,0,1,32
B43F,PUNERES18DEL03,32,4.6,13786.669693634836,0,0,0,0,0,1,43
5784,BANGRES010DEL02,28,4.7,12420.75005031394,0,1,0,0,0,1,15
A2C7,CHENRES05DEL01,33,4.7,17073.813051007153,0,0,1,0,1,0,48
808D,RANCHIRES18DEL02,36,4.8,3018.9069957364936,1,0,0,0,0,1,28
1FE9,RANCHIRES18DEL02,33,4.1,7546.876906900319,0,0,0,0,1,0,39
7692,BANGRES17DEL01,39,4.5,17076.712975301973,1,0,0,0,1,0,34
338E,CHENRES06DEL01,25,4.6,10865.67578287983,0,0,1,1,0,0,18
7.2E+03,CHENRES01DEL01,37,4.8,17075.594401072463,0,1,0,0,1,0,19
47D0,RANCHIRES07DEL02,30,4.7,7546.670729115912,1,0,0,1,0,0,34
B2CB,RANCHIRES05DEL01,32,4.9,1509.4603978360801,0,1,0,0,0,1,25
7.8E+02,JAPRES05DEL03,37,4.6,20852.27088046199,1,0,0,1,0,0,23
9688,INDORES03DEL02,30,4.6,7562.317945109373,0,1,0,1,0,0,29
7A1D,VADRES18DEL01,37,4.2,1572.5337292863205,0,1,0,0,1,0,22
7095,MYSRES08DEL02,20,4.8,20207.299688871008,0,1,0,0,1,0,18
94A1,RANCHIRES08DEL01,20,4.9,6037.557938329838,0,0,1,0,1,0,16
6007,RANCHIRES06DEL02,36,3.9,12074.114327172738,0,0,0,0,1,0,33
159D,COIMBRES04DEL01,34,4.6,10905.993510336524,0,1,0,0,1,0,26
500B,SURRES17DEL03,39,5.0,9122.10840865768,1,0,0,0,1,0,22
3676,BANGRES11DEL03,25,4.7,9315.725653468553,0,0,0,0,1,0,12
795B,RANCHIRES05DEL02,39,4.7,19618.918347480314,0,1,0,0,0,1,49
8ECE,PUNERES01DEL02,27,4.8,3064.2100281010207,0,0,1,0,1,0,13
6152,SURRES15DEL02,38,4.8,3040.789398805262,0,1,0,0,0,1,22
55D8,BANGRES14DEL02,26,4.6,7762.94413359447,1,0,0,0,1,0,13
5F68,SURRES12DEL01,21,4.7,1520.309052937569,0,0,1,0,1,0,28
29FC,VADRES03DEL02,31,3.8,12116.559162817446,0,0,1,0,1,0,33
7127,COIMBRES12DEL03,35,4.7,4674.341511233819,0,1,0,0,1,0,29
24FD,PUNERES18DEL01,39,4.8,6127.835452843913,0,1,0,0,0,1,28
4979,MUMRES07DEL03,36,4.9,9178.605957041264,0,0,0,0,1,0,27
591A,HYDRES17DEL03,33,4.4,13829.273672566569,0,0,0,0,1,0,43
7A05,RANCHIRES06DEL02,23,4.7,7546.712474612291,0,0,0,1,0,0,13
D33,CHENRES07DEL01,23,4.6,17073.026289642574,0,0,0,0,1,0,27
8FCC,MYSRES06DEL03,20,4.9,9326.60296123291,1,0,0,1,0,0,24
4871,HYDRES18DEL02,30,4.2,19974.62742500754,0,1,0,0,1,0,38
457,HYDRES06DEL03,29,4.6,17557259.775824152,1,0,0,0,0,0,14
9099,SURRES03DEL03,26,4.8,13680.90817387705,1,0,0,0,1,0,23
3AA0,VADRES18DEL03,26,4.8,4717.601092054723,0,1,0,0,0,1,11
647E,INDORES16DEL03,26,5.0,13611.585111771721,0,0,1,0,0,1,29
6084,INDORES17DEL02,30,4.7,3024.9845915967644,0,1,0,0,1,0,18
A625,INDORES16DEL01,30,5.0,10587.145367061963,1,0,0,0,0,1,28
2894,BANGRES07DEL01,22,4.3,10867.300462045638,0,0,0,1,0,0,42
74C5,BANGRES01DEL02,25,4.9,12420.750390870993,0,0,1,0,1,0,35
9371,PUNERES14DEL03,36,4.5,13789.630729980108,0,0,0,0,0,1,26
2101,CHENRES20DEL01,24,4.7,6210.098947886211,0,0,0,0,1,0,26
11C2,BANGRES02DEL01,39,4.8,1552.587981794941,0,0,0,0,0,1,13
151B,PUNERES09DEL02,24,4.2,3064.487105761538,0,0,1,0,1,0,42
20C9,PUNERES19DEL02,23,4.9,12256.07644546856,0,1,0,0,1,0,24
7BCA,MYSRES18DEL01,20,4.6,1554.4659606027853,0,0,0,0,1,0,11
8946,HYDRES13DEL02,33,5.0,19975.642174490164,0,0,0,0,1,0,37
9D32,CHENRES17DEL02,33,4.9,20178.267239099994,0,1,0,0,1,0,44
E253,KNPRES20DEL02,20,4.8,11937.237212390697,0,0,0,0,0,1,21
5BF6,MYSRES05DEL02,24,4.6,7772.241951547877,0,0,1,0,0,1,26
94C3,SURRES09DEL02,38,4.7,12161.417162420865,0,0,0,0,0,1,36
96F6,SURRES03DEL01,38,4.9,6080.8829675939205,1,0,0,1,0,0,28
D1CD,KNPRES07DEL01,30,4.5,5969.034694282056,0,1,0,0,1,0,29
65B8,BANGRES05DEL01,31,4.7,1552.5876685605667,0,1,0,0,0,1,18
B7B1,CHENRES01DEL01,36,4.9,6209.735433841793,0,0,1,0,0,1,17
8E4D,INDORES03DEL01,33,4.3,1512.5654463649516,1,0,0,0,1,0,25
2483,INDORES07DEL03,28,4.9,13612.594236926365,0,0,1,0,1,0,30
1A2E,COIMBRES07DEL01,35,4.3,1558.2406301375815,0,0,1,0,1,0,39
1FB8,JAPRES19DEL02,37,4.2,19362.561679297414,0,0,0,0,0,1,37
5F54,BANGRES14DEL01,32,4.9,1552.649630664061,0,0,1,0,1,0,19
6EDF,BANGRES09DEL03,34,4.7,13973.18265391717,0,0,0,0,0,1,21
55B,PUNERES15DEL01,29,4.6,6127.106344248561,0,0,0,0,0,1,21
92B4,JAPRES14DEL02,30,4.0,19364.487993281193,0,0,1,0,1,0,43
2734,MUMRES06DEL01,27,4.2,10709.30883362127,1,0,0,0,1,0,37
A517,BANGRES20DEL02,25,4.8,7762.605890245343,0,0,0,0,1,0,16
1C5B,VADRES010DEL03,22,5.0,9088.011034370902,1,0,0,0,1,0,20
40B2,VADRES02DEL03,23,4.9,9435.201537430712,0,0,1,0,1,0,10
B071,VADRES02DEL01,20,5.0,1572.5337292863205,1,0,0,0,1,0,17
1B1E,RANCHIRES03DEL02,29,4.6,20442.92976252901,0,0,1,0,1,0,38
9D34,MYSRES03DEL01,22,4.6,17098.754108174984,0,1,0,0,1,0,42
77BE,JAPRES06DEL02,22,4.9,11916.679298853871,0,0,1,0,0,1,26
AE38,RANCHIRES08DEL01,35,4.3,10565.179206181494,0,0,1,0,0,1,40
C8FB,AGRRES14DEL02,21,4.7,2976.587301747236,0,0,0,0,1,0,10
6883,SURRES16DEL01,21,4.8,1520.419007277728,0,0,1,0,1,0,15
98A0,INDORES01DEL02,30,4.8,19663.125922534313,1,0,0,1,0,0,21
4670,JAPRES06DEL02,24,4.8,2979.521049499676,1,0,0,0,1,0,29
AEA8,SURRES17DEL02,23,4.9,3040.894085204392,0,1,0,0,0,1,11
208E,INDORES12DEL03,26,4.7,9074.744674240508,0,1,0,0,0,1,19
73C8,VADRES04DEL03,23,4.8,4717.601092054723,0,0,1,0,1,0,27
D63D,KOLRES07DEL02,20,4.8,3027.1555543874806,0,1,0,0,1,0,24
6393,CHENRES13DEL02,20,4.6,3104.799238186696,0,0,1,0,0,1,18
BE63,HYDRES15DEL03,23,5.0,4610.027010711543,0,0,0,0,1,0,24
A18A,JAPRES18DEL01,27,4.6,10427.215010406717,0,0,1,0,0,1,27
D18E,AGRRES04DEL01,32,4.5,10415.616866907136,1,0,0,0,1,0,41
2CA7,INDORES12DEL02,38,4.4,3025.118639018018,1,0,0,0,1,0,38
7180,INDORES09DEL02,39,4.6,7562.980271914304,0,0,1,0,1,0,29
122B,BANGRES13DEL01,29,4.8,6210.5896103137675,0,1,0,0,1,0,19
60DB,MYSRES20DEL03,23,4.5,9326.359385740087,0,0,1,0,0,1,26
124C,MUMRES15DEL03,28,4.8,4588.387206077976,0,0,0,0,1,0,20
820E,MYSRES18DEL02,20,4.7,12434.91429512059,0,0,0,0,1,0,21
503E,CHENRES16DEL02,23,4.8,3104.660874720487,1,0,0,0,0,1,15
7731,COIMBRES16DEL01,20,4.9,17137.830077714047,0,0,0,0,0,1,32
8B04,BANGRES16DEL01,27,4.8,6209.44951682266,0,0,1,0,0,1,20
8D99,BANGRES19DEL03,33,4.6,9316.091864518503,1,0,0,0,1,0,19
39C4,CHENRES08DEL01,23,4.8,1552.4290130727518,0,0,0,0,1,0,27
ABD1,PUNERES16DEL03,31,4.8,9193.027874171594,0,1,0,0,1,0,23
AC2E,INDORES19DEL03,35,4.8,9074.821802568325,0,0,0,0,1,0,31
1E+08,CHENRES14DEL03,21,4.9,9314.044193380469,0,0,0,0,0,1,16
1EDF,HYDRES09DEL03,22,4.8,9220.368460606946,0,1,0,0,0,1,25
8E+40,MUMRES06DEL01,34,4.4,1530.0320235204852,0,0,0,0,1,0,39
2154,CHENRES17DEL02,25,5.0,7761.48623771488,1,0,0,0,1,0,24
DAF5,KNPRES07DEL03,25,4.7,4476.862649327599,0,0,1,0,1,0,21
607F,PUNERES11DEL01,39,4.6,10725.042643843,0,0,0,0,1,0,26
6725,CHENRES13DEL01,29,4.6,10866.26186071393,0,1,0,0,1,0,24
8A2A,HYDRES12DEL02,22,4.3,19975.74121625775,0,0,1,0,1,0,35
5809,BANGRES09DEL01,23,4.8,10868.244074540766,0,0,1,0,1,0,20
6EC2,VADRES13DEL01,26,4.5,6058.876303739538,0,0,1,0,1,0,20
3C0C,INDORES04DEL02,25,4.8,7562.272055566006,0,0,1,0,0,1,14
B7EC,COIMBRES14DEL01,38,4.5,1558.132234403597,0,1,0,0,0,1,21
BD74,RANCHIRES08DEL03,27,4.3,4528.246576738902,1,0,0,0,1,0,23
B8A0,INDORES04DEL03,20,4.8,13611.171805239523,0,0,1,1,0,0,16
8526,MYSRES15DEL02,30,4.6,3108.8209178697257,0,0,0,0,1,0,24
B724,INDORES15DEL01,24,3.7,6049.788909378146,0,0,1,0,1,0,46
AE19,INDORES03DEL02,29,4.9,3025.07998731458,0,0,1,0,0,1,17
28DD,COIMBRES02DEL01,24,4.8,10906.036622245398,0,0,1,0,0,1,33
DF7E,KNPRES15DEL03,28,4.8,4476.682206848175,0,0,1,0,1,0,17
2A58,HYDRES010DEL01,28,4.8,1536.8420882542566,0,0,0,0,1,0,13
1FB9,VADRES16DEL01,20,4.9,1572.5337292863205,1,0,0,0,1,0,17
AFBD,COIMBRES13DEL02,31,4.8,20253.686746640145,0,0,0,0,1,0,30
DA4F,GOARES20DEL01,30,4.5,1572.5337292863205,0,1,0,0,0,1,29
2110,INDORES16DEL02,39,4.8,19659.851482291484,1,0,0,0,0,1,25
D967,DEHRES16DEL03,30,4.9,13216.474838927534,0,0,1,0,0,1,45
5AA5,CHENRES18DEL03,24,4.8,13971.881683315834,1,0,0,0,0,1,25
9F84,MUMRES01DEL02,22,4.7,12236.561539555196,0,0,1,1,0,0,22
C528,LUDHRES07DEL01,25,4.9,11007.734763744618,0,1,0,0,1,0,26
B8EA,JAPRES04DEL03,37,4.6,13406.506203191486,0,1,0,0,0,1,30
62A4,VADRES19DEL01,29,4.6,16659.890497111577,1,0,0,0,1,0,17
7748,COIMBRES20DEL01,24,4.7,17138.295790540273,0,0,0,0,0,1,21
B407,COIMBRES17DEL01,31,4.5,6232.139486668676,0,1,0,0,1,0,26
4222,MYSRES06DEL02,29,4.6,7772.241719523405,0,1,0,0,1,0,15
3BFA,PUNERES18DEL01,35,4.6,6127.835452843913,0,0,0,0,1,0,25
BB3A,RANCHIRES04DEL02,37,4.7,3018.828463384802,0,0,0,0,0,1,12
843C,BANGRES04DEL02,36,4.1,12419.602041029952,0,1,0,0,1,0,40
2CEA,COIMBRES11DEL01,38,4.9,17138.077427627362,0,1,0,0,1,0,30
513C,MUMRES02DEL03,24,4.6,4587.794632025385,0,1,0,0,1,0,24
12F3,HYDRES03DEL02,34,4.0,7683.918689074543,0,1,0,0,1,0,46
734A,RANCHIRES05DEL03,20,4.8,13583.26769906584,0,0,0,0,1,0,27
4552,INDORES20DEL03,30,4.8,4537.843333696582,0,1,0,0,0,1,16
7CEE,MUMRES20DEL03,29,4.7,4589.345115377453,0,0,0,0,1,0,33
5B82,CHENRES20DEL01,25,4.6,1552.5704156530521,0,0,0,0,0,1,13
7EFF,CHENRES20DEL01,29,4.7,17076.59663544434,0,0,0,0,1,0,37
3761,JAPRES16DEL02,39,4.6,7450.185408246162,1,0,0,0,1,0,38
CF42,AGRRES07DEL03,36,5.0,20831.22979934106,1,0,0,0,0,1,44
8578,MYSRES010DEL01,26,4.8,1554.514382187431,1,0,0,0,1,0,12
91FF,INDORES14DEL02,23,4.9,3024.98085409636,1,0,0,1,0,0,15
40CD,INDORES02DEL03,28,4.7,4539.068203248832,1,0,0,0,0,1,26
6F2B,PUNERES20DEL03,30,4.0,4595.950274789243,0,1,0,0,1,0,20
CA55,KOLRES04DEL01,29,4.9,10594.458830147456,0,0,1,0,1,0,30
9BF1,HYDRES13DEL01,30,4.8,16902.90998369632,1,0,0,0,1,0,44
5FBB,MUMRES010DEL01,23,4.6,1530.259489433465,0,0,0,1,0,0,29
910,RANCHIRES20DEL01,35,4.6,6036.610249816341,0,0,0,0,1,0,34
C0B7,KNPRES13DEL03,39,4.9,5895902.549257508,0,0,1,0,0,1,19
14BA,JAPRES12DEL03,26,4.7,8938.177476638093,1,0,0,0,0,1,29
BAB3,RANCHIRES09DEL03,31,4.5,9056.109430301543,0,0,0,0,1,0,26
9AA1,COIMBRES03DEL01,26,4.8,1558.0766213089028,0,0,1,0,1,0,18
A076,VADRES20DEL03,27,5.0,4544.215521132537,0,0,0,1,0,0,19
4B82,COIMBRES20DEL01,31,4.1,6232.472211119566,0,1,0,0,1,0,39
C808,GOARES02DEL01,35,4.6,1543.8752136159458,0,0,1,0,1,0,23
A9DE,CHENRES17DEL03,35,5.0,13970.122998262734,0,0,0,0,1,0,29
485F,SURRES15DEL02,39,4.7,7601.614738321658,0,1,0,0,1,0,29
250E,INDORES20DEL03,22,4.7,13612.154686696034,0,0,0,0,0,1,35
60F,CHENRES19DEL03,29,4.6,4657.528074267125,0,0,0,0,0,1,27
2054,RANCHIRES14DEL02,24,4.6,7862.668167410368,0,1,0,1,0,0,20
8933,MUMRES09DEL02,21,4.1,7651.0685427251865,0,0,1,0,1,0,34
5564,SURRES03DEL01,37,4.7,16720.582121840995,0,0,0,0,0,1,37
7D81,SURRES18DEL02,27,4.6,3040.891552952415,0,1,0,0,1,0,17
6576,SURRES04DEL02,26,4.7,19760.898399404086,1,0,0,0,1,0,25
8EDB,MUMRES03DEL03,28,4.8,9175.1272916389,0,0,0,1,0,0,29
B4F4,PUNERES04DEL01,30,4.1,16853.618729854068,0,0,1,0,1,0,34
847D,RANCHIRES01DEL03,34,4.6,4527.261449200269,0,1,0,0,1,0,32
ACAC,MYSRES07DEL03,36,4.8,9326.577421221462,0,0,1,0,1,0,33
446,VADRES03DEL03,29,4.6,16563527.744393207,1,0,0,1,0,0,20
61B1,MUMRES15DEL02,37,4.9,19880.157869977058,0,0,0,0,0,1,18
8BB3,SURRES08DEL01,29,4.0,10641.495972351646,0,1,0,0,1,0,31
91EA,BANGRES18DEL02,37,4.6,3105.492716560804,0,1,0,0,0,1,25
A76C,RANCHIRES03DEL02,30,4.3,20442.92976252901,1,0,0,0,1,0,35
877A,RANCHIRES04DEL01,33,5.0,10564.987742503048,1,0,0,0,0,1,27
B190,MUMRES17DEL01,27,4.8,1529.7435115833462,1,0,0,0,1,0,25
3DE6,CHENRES06DEL02,20,4.9,7761.350404897176,1,0,0,0,0,1,30
A35E,PUNERES05DEL01,36,4.9,1532.2347904951212,0,0,0,1,0,0,15
BE7A,JAPRES05DEL02,33,5.0,7448.557979574216,0,0,0,0,0,1,26
AD36,JAPRES16DEL02,24,4.1,11919.595217847733,0,1,0,0,1,0,39
D844,KOLRES04DEL01,22,4.8,6054.279823060853,1,0,0,1,0,0,16
5CBF,BANGRES09DEL01,23,4.6,6210.607623189759,1,0,0,0,1,0,11
A14C,COIMBRES16DEL02,32,4.7,20253.459166411765,0,0,0,0,1,0,42
BA34,CHENRES02DEL01,21,4.0,17072.87190639919,0,1,0,0,0,1,37
3C21,MYSRES02DEL03,39,4.9,9326.940869812668,1,0,0,0,1,0,25
63A,BANGRES14DEL01,29,4.6,2892190.7828398948,0,0,1,0,1,0,33
96FD,MUMRES12DEL03,38,4.3,9175.56515700711,1,0,0,0,0,1,39
2D71,VADRES20DEL02,25,4.6,12116.905670047372,0,0,0,0,0,1,28
D45F,ALHRES12DEL03,26,4.8,13481.64730442495,1,0,0,0,0,1,19
AC3A,VADRES19DEL01,23,4.6,10602.450942886198,0,0,1,0,1,0,27
A013,JAPRES12DEL01,35,4.6,5959.01907216883,1,0,0,0,1,0,29
CD34,KNPRES13DEL02,36,4.7,11936.70350744452,0,0,0,0,0,1,25
BA29,MYSRES06DEL01,28,4.0,17097.972349714477,1,0,0,0,0,1,36
A107,JAPRES02DEL03,37,4.8,8937.783115634607,0,0,0,0,1,0,20
5314,BANGRES09DEL02,38,4.1,12420.72861890587,0,1,0,0,1,0,36
3104,SURRES20DEL03,36,4.7,4561.223681552014,1,0,0,1,0,0,19
C5BC,ALHRES20DEL01,38,4.8,16476.29338969269,0,0,0,0,1,0,25
5C18,JAPRES09DEL01,38,4.7,1489.792976782923,0,0,0,0,1,0,18
BCEC,HYDRES08DEL01,34,5.0,1536.802066395073,0,1,0,0,1,0,30
4EC3,MYSRES010DEL03,28,4.8,4663.456229762273,0,1,0,0,0,1,25
B0C9,SURRES11DEL02,21,5.0,12162.115707004754,0,0,0,0,1,0,18
170D,MYSRES02DEL01,29,4.6,1554.5625412411682,0,0,1,0,0,1,17
4BB7,HYDRES01DEL01,30,4.2,6147.415198874891,0,0,1,0,0,1,32
C6A4,KNPRES11DEL02,31,4.8,7461.0627639895665,0,0,0,0,1,0,28
5801,COIMBRES15DEL03,37,4.4,14022.182614283687,0,0,1,0,1,0,36
9598,SURRES18DEL02,35,4.5,3040.891552952415,1,0,0,0,1,0,29
CC7E,KOCRES08DEL02,34,4.5,12484.59080997576,0,0,1,0,1,0,43
C91B,ALHRES11DEL01,24,4.6,17297.86575291325,0,0,1,0,0,1,11
59A8,CHENRES14DEL01,39,4.7,6209.48521448279,0,1,0,0,1,0,34
8B97,VADRES12DEL03,39,4.8,9435.201537430712,0,1,0,0,0,1,18
99B5,RANCHIRES02DEL03,27,4.8,9435.201537430712,0,0,1,0,1,0,14
DB03,ALHRES15DEL01,38,4.5,1498.1517843350691,1,0,0,0,1,0,24
A4A,COIMBRES19DEL01,29,4.6,10906.039889040743,0,1,0,0,0,1,39
A29D,SURRES09DEL01,25,4.7,10641.40776322093,0,0,1,0,1,0,19
7EFD,MUMRES010DEL03,32,4.9,9180.904863919932,0,0,0,1,0,0,17
60D2,COIMBRES18DEL01,25,4.7,10906.065218662521,0,0,1,0,0,1,19
B02E,VADRES12DEL03,35,4.6,14152.80068944862,0,0,1,0,1,0,32
7CE4,PUNERES12DEL01,39,5.0,16853.347148215562,0,1,0,0,0,1,47
6A39,MYSRES02DEL01,33,4.9,6218.076509101378,0,1,0,1,0,0,31
70DE,SURRES19DEL01,33,4.9,16722.54315530654,0,0,1,0,1,0,20
29AF,BANGRES19DEL03,27,4.9,9316.091864518503,0,0,1,0,0,1,14
C573,AURGRES02DEL03,36,4.7,14152.80068944862,0,0,0,0,1,0,41
4786,BANGRES06DEL02,32,4.6,12419.63411406132,0,0,0,0,1,0,46
69C2,MUMRES010DEL02,27,4.9,3060.475538708932,0,1,0,0,1,0,34
7436,PUNERES14DEL01,33,5.0,6129.149863507101,1,0,0,0,0,1,29
A237,BANGRES02DEL01,39,4.8,1552.587981794941,0,0,1,1,0,0,21
7AA7,MUMRES04DEL03,24,4.8,13760.880474935775,0,0,1,0,1,0,32
A270,COIMBRES19DEL02,35,4.6,12463.941144205046,1,0,0,0,1,0,48
4FB9,COIMBRES18DEL02,34,5.0,7790.177003822069,0,0,0,1,0,0,33
391D,HYDRES03DEL02,33,4.7,12293.787312037066,0,0,0,0,0,1,18
81A4,MUMRES18DEL03,27,4.8,13766.616908202399,0,1,0,1,0,0,16
491C,SURRES15DEL02,38,4.6,3040.789398805262,0,1,0,0,1,0,45
1805,CHENRES12DEL03,26,4.9,9315.02403899762,1,0,0,0,0,1,27
3EF3,MYSRES08DEL01,32,4.7,1554.5816630915406,1,0,0,0,0,1,15
50AA,SURRES11DEL03,39,4.2,13682.16458927001,1,0,0,0,0,1,43
4E+68,HYDRES03DEL01,30,4.2,10757.204708670182,0,0,1,0,1,0,39
4A9A,BANGRES13DEL02,36,4.9,20182.634488293992,0,0,0,0,1,0,38
BE1D,RANCHIRES17DEL02,39,5.0,7546.2677069578085,0,1,0,0,1,0,21
B765,MUMRES16DEL02,25,4.8,3059.4600768348914,1,0,0,0,1,0,23
6E+59,VADRES04DEL02,30,4.8,20442.92976252901,0,1,0,0,1,0,42
C8FE,AGRRES18DEL02,34,4.2,7441.03077695908,0,1,0,0,1,0,33
85F7,MYSRES07DEL01,39,4.6,17097.925435354377,0,0,0,0,1,0,30
9B7D,JAPRES15DEL03,21,4.7,4469.557550709459,0,1,0,0,0,1,21
36F1,MYSRES19DEL01,37,4.0,6217.735074215029,0,1,0,0,0,1,33
52F7,MYSRES01DEL02,23,4.6,12435.53817483714,0,1,0,0,1,0,11
4882,MUMRES17DEL01,31,4.9,16824.772113251285,0,1,0,1,0,0,23
63A2,MUMRES13DEL02,23,4.7,12234.7500489311,1,0,0,0,1,0,24
6146,MYSRES06DEL02,27,4.8,20206.315811338995,1,0,0,0,1,0,18
3B89,MUMRES11DEL01,26,4.7,16830.905551931515,0,1,0,0,0,1,14
426F,RANCHIRES02DEL01,29,4.6,11007.734763744618,0,0,1,0,1,0,27
7C38,INDORES11DEL02,37,4.8,19659.414837287815,1,0,0,0,1,0,27
7699,INDORES05DEL02,20,4.7,19661.019603214037,0,0,0,0,1,0,23
6524,MUMRES11DEL03,30,5.0,13771.132894838225,0,0,1,0,1,0,25
AA93,CHENRES01DEL03,38,4.9,4657.347378001307,0,0,1,0,0,1,22
6F0A,JAPRES12DEL01,37,4.6,5959.01907216883,0,0,1,0,0,1,38
3EB5,JAPRES03DEL01,26,4.8,5958.771662511033,0,1,0,1,0,0,15
DCF7,BHPRES18DEL03,22,4.1,4530.103329085747,0,1,0,0,1,0,43
EEA,HYDRES07DEL01,23,4.5,10757.168277315759,0,1,0,0,1,0,18
BD9D,JAPRES15DEL01,22,4.5,1489.910972939381,0,0,0,0,1,0,21
879E,JAPRES14DEL03,21,4.8,13407.238587856547,0,0,0,0,1,0,12
18DA,COIMBRES03DEL01,29,4.6,1558.0766213089028,1,0,0,0,1,0,16
CA9C,AURGRES05DEL02,23,4.6,3052.744023772496,0,1,0,0,0,1,20
C4B2,LUDHRES15DEL01,35,4.7,5860.2558230719715,0,0,0,0,0,1,15
A222,INDORES11DEL01,24,4.7,16635.45121553746,0,0,1,0,0,1,26
BD1A,INDORES04DEL02,20,4.9,7562.272055566006,1,0,0,0,1,0,19
1CD9,PUNERES010DEL03,20,4.6,4596.6320417596735,1,0,0,0,0,1,16
A9BA,PUNERES08DEL01,39,4.6,1532.275327486691,1,0,0,0,0,1,19
3F29,MYSRES08DEL02,27,4.7,20207.299688871008,1,0,0,0,0,1,15
C287,BHPRES20DEL01,22,4.9,1510.0837271231296,0,1,0,0,1,0,11
D45A,LUDHRES08DEL01,28,4.6,5860.245226448315,0,0,1,0,0,1,24
881C,MUMRES05DEL03,28,4.8,4591.636071833539,0,0,0,0,0,1,23
37A6,COIMBRES17DEL03,21,4.6,14021.726512882226,0,1,0,0,0,1,27
DAB7,LUDHRES14DEL02,28,5.0,11719.815091956001,0,0,0,0,1,0,21
4B76,MUMRES07DEL01,29,4.3,16826.241648658564,0,0,0,1,0,0,35
5C58,VADRES18DEL03,31,4.1,14152.80068944862,0,1,0,0,1,0,48
7279,COIMBRES19DEL01,38,4.8,6232.179267965744,0,0,1,0,1,0,27
7550,CHENRES11DEL01,22,4.6,17073.624954198025,0,0,1,0,1,0,13
BD3D,COIMBRES02DEL03,25,4.7,4674.172124263597,0,0,0,0,0,1,18
AA42,BANGRES04DEL01,38,4.7,17076.44834661671,0,0,0,0,0,1,30
75EF,SURRES13DEL03,37,4.9,13681.631975373133,0,1,0,0,1,0,22
